false_positive_rate,true_positive_rate
0.4657142857142857,0.9595
0.4657142857142857,0.96
0.4717142857142857,0.96
0.4717142857142857,0.9605
0.4764285714285714,0.9605
0.4764285714285714,0.961
0.47885714285714287,0.961
0.47885714285714287,0.9615
0.4835714285714286,0.9615
0.4835714285714286,0.962
0.48642857142857143,0.962
0.48642857142857143,0.9625
0.48757142857142854,0.9625
0.48757142857142854,0.963
0.48814285714285716,0.963
0.48814285714285716,0.9635
0.5025714285714286,0.9635
0.5025714285714286,0.964
0.5064285714285715,0.964
0.5064285714285715,0.9645
0.5082857142857143,0.9645
0.5082857142857143,0.965
0.5088571428571429,0.965
0.5088571428571429,0.9655
0.5091428571428571,0.9655
0.5091428571428571,0.966
0.5191428571428571,0.966
0.5191428571428571,0.9665
0.52,0.9665
0.52,0.967
0.526,0.967
0.526,0.968
0.5274285714285715,0.968
0.5274285714285715,0.9685
0.528,0.9685
